worker_id,task_id,task_response_id,Profanity,Canonical Form 1,Canonical Form 2,Canonical Form 3,Category 1,Category 2,Category 3,Severity Rating,Severity Description
R3CDKNC3PH6K,0eeb22f1-c523-41b3-9491-d0bac283112c,ff501e92-52f5-488f-b0b5-5aa510ba0d13,goddamned,damn,"","",religious offense,none,none,1.8,Strong
7R66DKNPF2JG,6375798d-f547-4320-9dad-c4c8e031d3e8,3ad939da-fb9f-45a9-a7ec-1cca4015f612,god dammit,damn,"","",religious offense,none,none,1.6,Strong
73FP3QEHRD7V,ead36d57-847b-4fe7-a29e-17bcd31bf9c0,9b40880f-6e64-4aa4-82dd-d8c73e97df5b,g0ddamned,damn,"","",religious offense,none,none,1.6,Strong
7EYWM49RWZ63,cf52ca0f-994b-43f3-af67-7ad2ab9d98f4,8871ac75-37c8-40c9-89f4-e8a837d4b2ac,higger,nigger,"","",racial / ethnic slurs,none,none,2.6,Severe
6CNHTCG6W6XM,999e0f07-390b-478f-9733-bbffc5912e53,463aa05b-3bf4-465f-b9c3-0a274460a74e,higgers,nigger,"","",racial / ethnic slurs,none,none,3,Severe
C69D7VD39FKM,7689d251-88f1-4b23-ae84-5a03e0679f48,ac74da5d-f162-443e-937f-865da0514c92,fvcka,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
WYWGJAYCCA6D,e9f2214e-241b-4aae-a517-8dbc7ba7079f,86f6457b-2b4a-45d5-96cc-e78129e5c704,jackoffz,jack off,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
NFN2M74RPJ2Q,2c84da4e-8fa0-43e2-b637-e0660b124a57,f0ad2fba-a123-4975-85d6-65a07188f572,fvck you,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
9EN7PWYA6G4F,48944d85-2786-4db2-95bd-1cd812bcb40b,0bfedba5-9371-430b-8997-2013c841c724,fxck,fuck,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
A44DA67CMF3F,e2cf6cfd-eca9-4a32-9457-41ec0bdcb517,be296d8d-7659-4b69-9c55-bcb07a5e19a4,goddammit,damn,"","",religious offense,none,none,1,Mild
WYWGJAYCCA6D,7c8b0c9f-ee0f-4bd2-8d0c-c8e40a91b8e3,12a53848-c941-4beb-9e69-e26202b8dddb,god damn,damn,"","",religious offense,none,none,1.4,Mild
VME4939DFDXR,a64753f2-3cef-4ac1-be06-6ddb499cf773,152acfb1-a6b5-4bb9-811b-1cfdb9526255,gay wad,gay,"","",sexual orientation / gender,none,none,2,Strong
KY33NRPCAEZT,d2d41962-6e59-4504-bcc9-a8178e8f5462,fb81a722-1130-4255-b2b3-5675fe3cd7e0,go to hell,hell,"","",other / general insult,religious offense,none,1,Mild
QWC3DYG3GF9Y,147066cf-e58f-4449-a4b1-70beea54e7db,7dfedcc0-b8b5-49d5-8696-b7081aa8b2ff,hoar,whore,"","",sexual orientation / gender,none,none,1.8,Strong
CAG2KV7YTM69,4107dcfa-7cfc-4fd5-9bbf-3387fc873b58,e0a6ae75-fcdf-4126-b1bc-7e276b69dfc1,gyp,gypsy,"","",racial / ethnic slurs,none,none,2,Strong
JW992R3C66V9,2f4f3194-7f53-46a4-b6b7-fccc5e5d8b5a,0a002743-9478-4f24-9832-806492a488a9,gayest,gay,"","",sexual orientation / gender,none,none,1,Mild
ADCXHGCQRA34,8f0f617e-4bbc-427e-baf3-0a162c4d26a9,fb0853df-2d76-4fd8-be13-d207f66e7cea,jackasss,ass,"","",animal references,none,none,1.2,Mild
QD6PJTFGJ63Q,c570e8f1-f4d4-49e3-83c8-1e5f08a3b1ba,05b87c97-713e-45e4-848b-c6588de66117,go fuck yourself,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
YKPDD2RHZKMG,e94330fa-ab4f-44b3-b801-6481c0667d45,9e04c137-07f5-4914-9625-9334d132f9fa,heeb,hebe,"","",racial / ethnic slurs,none,none,2.2,Strong
NFN2M74RPJ2Q,f4083e04-993b-43cf-b369-e8228814d531,44b14a03-9b4c-4646-9dc2-80ab24cd3d59,horse's asses,ass,"","",sexual anatomy / sexual acts,animal references,none,1.4,Mild
R3CDKNC3PH6K,09a6aa50-5187-4e7d-9b3b-0622dbcc9c8d,7f383aac-ba12-4411-a08f-3a82eed6a2d7,higga,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
PKAFWTW2AW2G,a26b2599-6fa8-4889-a6b5-7c9282bdfe7e,15dddcbc-9761-4b18-b9bf-cc61a11a52db,gayness,gay,"","",sexual orientation / gender,none,none,1.4,Mild
DXP9KRP4R942,9ebd61d9-cd30-4b02-9b97-8d87f2dbace1,c5322ed9-05c6-4edf-909d-aa819849321a,god-dam,damn,"","",religious offense,none,none,1.2,Mild
R3CDKNC3PH6K,40077349-a67c-4bd7-8d34-d384501ba115,e02c179a-d0fe-41f1-81fd-417a76c295e1,hoebag,hoe,"","",sexual orientation / gender,none,none,2,Strong
ADCXHGCQRA34,c31c61a6-0f1f-4d38-96eb-ba34b17e7846,41c38f9f-b3e1-40b6-824f-e3b94aa55072,gay bitch,gay,bitch,"",sexual orientation / gender,none,none,2.6,Severe
PKAFWTW2AW2G,6cc1c695-d10a-4fde-b302-af03731778bc,5612d7c0-fd2d-4f13-baa0-5ad453c7e75e,goddamn son-of-a-bitch,damn,bitch,"",religious offense,sexual orientation / gender,none,1.4,Mild
76VNAHQ9VAC3,136c4c2b-a788-48ea-a42a-c0d1093a1329,a447dbb5-5220-4152-aa67-59c856d861d4,g0ddamn,damn,"","",religious offense,none,none,1.2,Mild
MC9FDWZJH4JZ,8e9f65b6-f6f6-4530-9373-fb600e3e3607,f17c350a-e4b5-4493-bf13-2c34858d7eeb,gaylords,gay,"","",sexual orientation / gender,none,none,2.2,Strong
MT9NV29W32YF,9768f13c-6c7f-45a8-b6db-eaebd4a8e548,a4853c83-1002-41ab-9594-2471a613441b,fxcked,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
NA9PJYHM9YVK,672aa860-68bf-496f-952e-222cedfa9fa9,a4bc6fcf-99fb-483a-ae4c-520dea5ddeeb,gowl,gowl,"","",other / general insult,none,none,1.6,Strong
4YNXDR4CKEZM,667fc100-2d7b-4ae9-b816-e37c3a49c29e,47b2f68f-374e-49fd-8b83-6b0b97870b1a,higg3r,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
4FRFD66TK6XE,c417db35-2e58-4574-85bd-b011946f5b01,609e92c0-67ad-4d49-8035-8cbd1990bd7d,higg@,nigger,"","",racial / ethnic slurs,none,none,2.6,Severe
QQZXXC9KWHQT,277b3836-9ac5-4814-8535-7ac4ba2e7a92,1160f790-cbac-44a1-a973-6f65e2edd6c7,ja1lbait,jailbait,"","",physical attributes,none,none,1,Mild
FDMQXAZTF74K,32de0fe3-742b-403d-a0f1-145d265f09ed,40b5de20-fd7e-46d8-b1c8-9bc89b4ced2a,harry palms,harry palms,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
DPNAMHPJRREC,eda97cec-b686-4085-9905-901b24572c3d,8712ff00-e1c2-4700-82db-e70445f93f24,gook,gook,"","",racial / ethnic slurs,none,none,2.8,Severe
XJKGQQWFXKTX,dd1ef8d9-0d1e-450c-b5e0-93174d215122,8bb2f070-94c0-4403-9fa7-f9d5d004431d,hoes,hoe,"","",sexual orientation / gender,none,none,2,Strong
PRHKRKYHGDVF,fc1a1fd3-5853-449b-ac47-687575d7604e,a1d7d222-78af-452d-8096-386377875d2c,jackarse,arse,"","",sexual anatomy / sexual acts,none,none,1,Mild
AZZDZJGYZWJ3,3267324a-b001-48e7-b3a2-9ae925a2bc7a,5466591e-aaa1-41ed-8679-b3d45b231e5e,god damned,damn,"","",religious offense,none,none,1.2,Mild
WZZMK43NG9CA,3b01fb20-c83f-4486-9a6a-b1e59a357e30,e67bccb3-471a-4b10-ad29-f4944ff60875,j-offs,jerk off,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
PDJDRMPE4NTR,ff94da31-b764-42d4-830a-6cd43fe16e2a,9388d0e8-3b64-4683-ab02-401a060092d8,jackoff,jack off,"","",sexual anatomy / sexual acts,none,none,2,Strong
72RMC62CGZNX,732a5852-80a8-4b46-917e-9cba049860d1,d2388c5b-bec5-4045-a10f-acd56bf633bc,horseshit,shit,"","",bodily fluids / excrement,animal references,none,1.2,Mild
2VHW4RE6AKTN,a1ac646b-ff0a-49bb-9749-5426101ef5a4,72b3123d-a96f-4016-a411-08358496ac05,girly bits,girly bits,"","",sexual anatomy / sexual acts,none,none,1,Mild
Z7J7W3XCP4XC,d1505eeb-82a1-4a18-8822-5ac1d6951d4d,f376495a-9513-46ab-a7e5-cb7cd8fa16d7,girlyboy,girlyboy,"","",sexual orientation / gender,none,none,1.4,Mild
DPNAMHPJRREC,d0efc5e2-bfb3-4f2e-ac92-43d50821a4dd,0a57b30d-de03-412b-b99a-a774b5de38fa,jackoffs,jack off,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
ZFEQJC4ERT29,3a2c98e2-3255-4dc3-a722-725284f60956,de6ba004-fc2d-42ae-9f53-6d1c11af8c02,geebag,garbage bag,"","",sexual orientation / gender,none,none,1.8,Strong
YKFXDFCC3WM2,86dd107e-5e2d-48e5-a9fd-41ed8239f343,3a18f9f8-feb2-48bb-8df4-728e45da7869,g@ylord,gay,"","",sexual orientation / gender,none,none,1.8,Strong
T792AHKH46VR,a8148058-e1af-444f-9736-2e944e5b6711,13c38766-a7f7-44dc-a8e9-9e8d9656b1e7,hustler,hustler,"","",other / general insult,none,none,1,Mild
DPNAMHPJRREC,cf88b456-8c56-428b-88de-a5a80b5c8450,a9211a41-a30a-4d2d-bc7f-4f4a77d595e6,fvckin,fuck,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
NA9PJYHM9YVK,659f925b-2baa-4ed3-8831-55626adc8699,81b01e77-71db-4612-9440-b7098b60ef26,fxcker,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
QRFN2MNYRJMF,a01b5609-74b9-4afc-9971-bba00498dbc1,33508d33-3af3-4988-a8f7-88c2b0e06805,god damnit,damn,"","",religious offense,none,none,2.2,Strong
72RMC62CGZNX,a015c7c2-b292-4bb0-98d3-5eb50f4a5eb5,dd5363a9-0368-4a1d-9d94-2801331cb8a7,gay fucker,fuck,gay,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
WZZMK43NG9CA,7f2c5f12-aeff-47a5-86ab-7a69872a3ef2,1cb1625f-8d44-4cce-adf9-31cbbaaefd28,fvckbunny,fuck,"","",sexual anatomy / sexual acts,animal references,none,2.2,Strong
9RHJY2Q9ZTEG,43b74255-ff0a-41cc-9ce2-3ca30eb32fab,3bfacad9-ac64-4f7f-9582-a2b9465d7bfe,jack-off,jack off,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
D69JPMAFP9GP,f0bed954-ba18-4d66-a329-76a41359a317,4b414729-79e2-44a6-8d23-4e34fbb3a21f,jack-offs,jack off,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
7CA7ZZVKM7WF,4c43eea3-3eed-4f88-9afb-26e2f3d9bc3f,60864c6d-da9f-405b-bf8f-ed5fc03ba34f,greaser,greaser,"","",racial / ethnic slurs,none,none,1,Mild
2VHW4RE6AKTN,312a6e68-2195-4aed-ab2e-4223eeab9d3c,dd40abd6-1d77-49a1-a137-ae52088d4f45,holy fuck,fuck,"","",sexual anatomy / sexual acts,other / general insult,religious offense,2,Strong
7G7NZEEGPR4K,2946634b-c3af-4ee1-b0d1-33ab8aba632e,4ac0f81b-4668-4929-a63d-c3f7e22e9fb1,fxcking,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
9RHJY2Q9ZTEG,642cfac5-6558-4ea8-b2e8-ebccd491db2b,9fdbabcb-88e2-4fcd-82ed-db0185ddf8b7,hoe-asses,hoe,ass,"",sexual orientation / gender,sexual anatomy / sexual acts,none,2.2,Strong
WZZMK43NG9CA,cce4078f-f7ed-40f4-915f-86dd224e4cc2,4901d72a-b026-4cda-aed1-100de0887504,fvckker bunny,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
WQCJVFDPQFEC,e2351313-463c-4b8b-b144-c122d84d79ab,cb42a860-3828-45e6-83cc-fbd97645c78f,god damn it,damn,"","",religious offense,none,none,1.8,Strong
XJKGQQWFXKTX,b40d71c2-4767-4021-871e-4d2afa1b4421,cdf5f515-69f9-459c-a364-52643467d1a4,god-damned,damn,"","",religious offense,none,none,1.4,Mild
H7M6APADMQ6Q,69f9dee9-0bdc-4fbb-94b2-237cf0571635,6b2e8e4e-6bcd-482f-be58-ec8e8c00826e,j3rk,jerk,"","",other / general insult,none,none,1,Mild
HWDQZR3ZTFRN,178b6062-0fc9-490d-bbce-9e2d2a9543e6,4495dc76-8c3b-4c58-bdab-87aa474b2003,fvcker,fuck,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
YKFXDFCC3WM2,8a3f8118-c963-47f8-bf7f-e646c5ee23e2,8a16fab1-9714-4689-94f0-ed6a4c67d7b4,get fucked,fuck,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
Z7J7W3XCP4XC,5b1dfacf-204c-464a-b364-9eb04cfbd994,4b8ea305-0132-48dd-a50c-3e72ae294084,gay fuck,fuck,gay,"",sexual orientation / gender,other / general insult,none,2.6,Severe
9RHJY2Q9ZTEG,ab9f6188-b0eb-49a6-ae92-68a67920161c,c6c9097b-438e-42f7-9cae-9341faa4e5e8,groid,groid,"","",racial / ethnic slurs,none,none,2,Strong
Z239E43AATKE,8cb69611-1c15-4770-9364-169f5b590d9b,2a15f339-71e4-4403-b2ef-ce26d3ac1098,g@yshit,shit,gay,"",sexual orientation / gender,none,none,2.6,Severe
WQCJVFDPQFEC,eee8e926-747c-4f82-8577-29049e4dc22b,6c4a6d17-44a7-40b0-8d90-477728750514,gin jockey,gin jockey,"","",sexual anatomy / sexual acts,none,none,2,Strong
6XFJ6ADHNKEZ,3f0d75a7-707d-4e1d-b708-bcc2bcdb555d,a5391576-bf47-4958-8dc3-18421e1bf2f0,homo asses,homosexual,ass,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
3MEG6THYHV69,99cc1d98-341f-4cf7-bd90-884cefc07548,98d6de33-5afd-47ca-b73b-e65836c623f5,godd@mnit,damn,"","",religious offense,none,none,1.4,Mild
4ZM7WJWCMFNJ,f40bd220-e690-4ae9-82e2-5ed5394a9954,e37c6fee-0a82-4345-aa0b-ec036175db28,fvckers,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
HWDQZR3ZTFRN,841fa34b-e8cc-4b02-a756-a9bb7d23b656,deffedfa-eb88-4c3a-b7b4-802e81408952,fvcking,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
9KNVR6X2DWC4,8da511eb-b370-4f84-bf26-e4191736611e,f700b3ac-467a-4e16-a47b-fb80e726d6a6,injun,injun,"","",racial / ethnic slurs,none,none,2.4,Strong
7G7NZEEGPR4K,5d181057-47a8-4705-be6c-ab3773564c2b,7f09c14d-28ed-4233-b99b-9ba3668bc333,goddamnit,damn,"","",religious offense,none,none,1.6,Strong
4FRFD66TK6XE,dd0aaf09-bd08-4a9d-b3aa-48dcb342d5c4,90c5abab-07e0-4b53-b339-42b7350b1aae,godd@amn,damn,"","",religious offense,none,none,1.4,Mild
D69JPMAFP9GP,ab84e144-5abb-41bb-97ef-44e644c3b4cb,c8ef9153-b7d6-432b-aff3-711e0897cad4,fuck,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
6FCQKE2GMKG2,f64953a9-d5c3-4b6e-b842-1ba9aafb465f,4e9af815-a878-426e-ac6d-12e53416ba7e,fucknuckle,fuck,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
4P9YD6FMKH9T,10fb6efd-a9f7-426f-944b-3b85eff29e01,b579736a-330d-48e8-9f01-fd8744fa71d2,fuckless,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
3MMFR6RXMZM2,3535b568-ec9b-4a54-9fcb-9578cd6100e1,d0ced938-1492-406f-b0db-14ad2508aace,fucks,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
72RMC62CGZNX,71826977-61d2-4c80-8e33-ca7680740b4e,7fa687ec-d3bf-4cb4-aac1-de5bce459b6f,fukka,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
RGDCWYTV6K79,a32e327a-f26d-4a4a-8e59-7b1c181622af,0ace0917-78d0-4afb-b2d3-d7f4a11f261a,fuckstar,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
6MGAKZMPP9PV,2facb7cc-dc46-4283-bcd1-6845fcfb6f0e,0d14ade4-af04-409a-85ce-7fea53d95f95,fuking,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
QHKQ32WVQEGN,a48be248-5eb3-4cc9-b123-a5c7506b905a,7b179497-1ca3-4c58-8f1a-a038a8dcc531,fuck goblin,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
NE6AHWDY7MDY,261a3826-ccb8-4bf4-b0b6-cf38b015c9fc,6956c60b-4d4c-494a-bca0-aa201aa12220,fuckboy,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
PDJDRMPE4NTR,66203c9b-e6ba-4fab-824f-068cf606daaf,88289cea-75a0-4924-9416-358c94ec3b56,fuckhead,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
6MGAKZMPP9PV,82648c6b-6703-46ea-ab77-74793354c55e,a3901edf-5b1d-4685-8bcd-e6ceae04a5d1,fukwhore,fuck,whore,"",sexual anatomy / sexual acts,none,none,2.8,Severe
4ACJA6QTDYMG,7f0a58e6-8b62-44d5-a22f-161d5e644bb1,4e0b9fe2-73ea-4c41-bf7f-8ec2cae8cf77,fucking shit,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong
4P9YD6FMKH9T,52b4273e-9251-4cff-922f-617aec146ba6,a811195b-8579-4c2b-a42e-d134a8f2e4a9,fuks,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
NA9PJYHM9YVK,c9bd8012-210b-4c09-9f8c-8e141a599b5e,6323659c-c63c-4b3e-a6db-272cb82536ca,fukkings,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
VDCA2EXAVGNA,7995918c-e791-47de-89bc-10a84b359d6d,dd254ade-bf76-48de-8073-ddcf237d666c,fuccs,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
6MGAKZMPP9PV,09d58ea7-5cd7-4563-b140-5c16bea0bd78,76c00478-2907-4fad-9209-3baadae438b4,full of shit,shit,"","",bodily fluids / excrement,none,none,1,Mild
AMXMPYF9CYAJ,05365e92-7313-4d5b-8dfa-95bb42eb5e60,53861563-435e-49d1-9c4f-c657dd41ce4b,fuk1n,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
PDJDRMPE4NTR,fc346e21-a523-4598-8491-d17cfbe512a8,15f6a9d8-23ea-4547-b45e-3e070d91cbdb,fudgepackers,fudge packer,"","",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong
7G7NZEEGPR4K,c111d213-f4c2-4626-978e-62664d25ca0a,d83fbcba-b0ca-411a-894f-115d2e33d132,funbags,funbags,"","",sexual anatomy / sexual acts,none,none,1,Mild
RGDCWYTV6K79,c597027b-8a44-41a6-8b47-6729b53051c6,ae2f2304-1f54-40b8-9a83-a9c94e1ae015,fukcs,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
WZZMK43NG9CA,26e4ac7a-2929-4f74-b251-0fb7aca87037,44f63d3a-83fe-47e9-9ead-5c8b4563fc06,fuccing,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
ZFEQJC4ERT29,392a29a7-f614-494e-b970-632762130545,5ddcae08-649a-4576-a260-76d5b1bfb384,fuc,fuck,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
KXPAF3YFMRZY,9e5b0fe2-b01c-4008-9e39-f5ccac3304c8,544a2ace-e0be-4039-8e6b-8ec5befb3d45,fucking hell,fuck,hell,"",sexual anatomy / sexual acts,religious offense,none,2,Strong
H7M6APADMQ6Q,78f94bf7-912a-492e-86cb-fb9d63653cd3,96f7466a-fbd3-4127-93a0-78b1a5b24833,fucking bastard,fuck,bastard,"",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
FXEXXAC2PT3N,615f99a2-7c9e-4101-9bfa-328c02da2822,de2bf6cd-c8f1-4ff9-85eb-95c7b51439de,fucking asshole,fuck,ass,"",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
NE6AHWDY7MDY,eb4b5c5c-e62b-475d-8c0f-b8ca091653ab,7cbaa14f-f463-4477-8977-34eabeb91112,fugly,fuck,"","",physical attributes,none,none,1.4,Mild
KXPAF3YFMRZY,8db24712-4ad1-4bcb-9bbe-6aac23e04fc2,3f2c4ef7-acff-4894-9d73-1e4a0a7a7265,fugger,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
HWDQZR3ZTFRN,80616eb0-aaf4-4e0c-94bb-68162cea2d91,df8d9d0f-b843-49e3-8db6-8cb6319da612,fukkers,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
3MMFR6RXMZM2,37e36f9e-9758-4c88-ac59-6b886641387a,b68c6ef6-abb8-4d9e-b0fa-5ff36f0ced1e,fuckass,fuck,ass,"",sexual anatomy / sexual acts,none,none,2.4,Strong
PDJDRMPE4NTR,3ef7877d-3097-4058-ab36-896bfc970eca,36feab40-c5fd-4ee5-a7da-886fc95d2768,fuckfaces,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
WQCJVFDPQFEC,45af94e3-6861-4224-a550-ade2f0af7fe7,57885c99-2fcd-4ff1-a6bb-854b48a95075,fukheads,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
TC9FHXCXZWRA,1cda966e-088a-470d-863f-b90234aae799,6031ac30-3134-42dd-90d3-ca590d90c91c,fuck you,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
72RMC62CGZNX,b9a38e95-e6f9-4d6c-beb0-3347a251a992,7dacb2d9-726b-4752-9e70-70726675c245,fuggerz,fuck,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
4RHRV9MACQGW,7542435f-e8cb-4938-9fe8-88b57a9a7b57,11b12402-9361-41f5-9489-08ff0704eb96,fuckem,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
RP7MDHXYNRPN,5df56032-98b9-4830-ac46-cb1a934ca3db,fd57cfae-ab00-4f17-b3f7-9328edbf401e,fuckwad,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
ZFEQJC4ERT29,f9e7b9f9-e2b1-4966-8b87-6381b2570093,583bd26a-7e83-4569-9265-235359292f1f,fuckahs,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
7G7NZEEGPR4K,f55d9c51-81a5-4f98-9576-6abb782e4c8d,2685cc27-025c-4ce3-986a-7701f0d903ec,fuck faces,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
KXPAF3YFMRZY,e6f9fb4c-2a11-4501-adb4-e6afc0922655,65d39dcb-99e8-4783-a367-07e1b13c9ab9,fuckbag,fuck,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
ZPKZ7DZQ4Y2J,956a8f34-a52b-4db1-919e-fc51d41ace97,be3ec7da-ac3b-42ad-bcc7-8f70ba7fa03d,fuckin,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
6CRGYVYGRKNR,4d2ba07b-c625-48db-8130-375b8411bafe,bb22c24e-634b-4f55-8503-ae77fe5062a0,fukker,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
APKAYMEPJ3TR,1bbf45af-5249-4b4e-b2ac-c3c62650f3a2,081faabb-8381-494f-a01e-5c966a86c019,fucking retard,fuck,retard,"",sexual anatomy / sexual acts,mental disability,none,3,Severe
7G7NZEEGPR4K,148e5b36-f570-4968-b502-063327a7621b,d9c31a21-a8bb-4ea5-ba37-77284d59cfaf,futhamucka,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
GGXWVNZT3PAC,4c9fa1b7-34ae-472f-aa25-5ee4c75aa18a,d6625100-2374-488b-b34f-0556b34b610c,fuq,fuck,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
QQZXXC9KWHQT,12b609bb-6897-45b4-8b60-d2a226111a95,70e1534e-6a56-459b-88b4-47d443a6ece2,fucking A,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
DPNAMHPJRREC,a7631472-8684-4658-998e-aaf9776ac2ac,cd0bc5f7-9f4b-4eca-bf68-bf69a4d90199,fucker off,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
NE6AHWDY7MDY,6c4cf931-6806-4f2b-8c93-a84aeb38fa16,2b032310-58c0-44e5-8a00-ba08d1c419fa,fuck y0u,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
7DY9YPQK4HG7,8f18f45c-2c8e-421f-8012-2e8cd35d987e,b0ca36ca-4a12-42ba-b896-6580d6222141,fuck face,fuck,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
3MMFR6RXMZM2,c5c3be30-b69e-4a14-80e8-6ffb44494386,c4c7a7ec-380e-4b87-8a55-c19d592752a5,fuckasses,fuck,ass,"",sexual anatomy / sexual acts,none,none,2.4,Strong
Z239E43AATKE,b57ef3fa-b640-4962-a9f0-82bc3d9a08ce,11ecc23c-d26f-490d-a6ea-c8be7872947f,fuckup,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
4TG67HVWJNDP,3d2cd1b9-11ad-4ce5-834a-711c0b080c4b,9d1f0671-0cd3-4870-adfb-f186c1340cc2,fuck off,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
4YNXDR4CKEZM,f02ac4e7-4fe9-4643-a61d-9258658515f0,2069775d-ac74-494c-b5ae-39ab84979e45,fukked,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
QHKQ32WVQEGN,f9ad92d2-880f-42ef-bf57-5c9613dcc4e9,335f1a61-cf31-4d0e-93be-ea1370070628,fukkuh,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
APKAYMEPJ3TR,b914b71f-0557-44c6-b83b-59e97a6bed8c,ee0cb0fa-d19c-44a3-a3b2-a0940414a634,fuck your mother,fuck,motherfucker,"",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
4YNXDR4CKEZM,e90ba24a-ecf0-4eea-97e4-8aec6fefa608,ae3d19e4-aca9-4cd0-9160-b0d478cb306d,fuker,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
DPNAMHPJRREC,b4f6fa3f-e245-45f0-a679-96216a90e91e,8c920b6f-ed01-4424-9fef-35a244ee3474,fux0r,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
2TF6K69NCTKJ,a864aa5f-bcfd-42c7-b32c-29af55903d4e,1165fde2-9394-4b4f-aa54-1d76edcdf4ef,fuck up,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,1.8,Strong
2ER9TZ79TR2V,41b83517-ac84-4145-b316-d06d40477961,12f4f235-3d1e-425f-aa17-d364b9f631e4,fucc,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
AMXMPYF9CYAJ,369f5908-c83f-40af-89e8-b4a7de2394ae,e10dcece-0ffc-406e-876e-9a2ad7a487e8,fuckheads,fuck,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
